Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10
77,216,0,1,0,0,1,1,0,1
77,217,0,1,0,0,1,1,0,1
77,218,0,1,0,0,1,1,0,1
109,219,0,1,1,0,1,1,0,1
237,220,1,1,1,0,1,1,0,1
237,221,1,1,1,0,1,1,0,1
173,222,1,0,1,0,1,1,0,1
173,223,1,0,1,0,1,1,0,1
173,224,1,0,1,0,1,1,0,1
45,225,0,0,1,0,1,1,0,1
45,226,0,0,1,0,1,1,0,1
45,227,0,0,1,0,1,1,0,1
61,228,0,0,1,1,1,1,0,1
189,229,1,0,1,1,1,1,0,1
189,230,1,0,1,1,1,1,0,1
125,231,0,1,1,1,1,1,0,1
93,232,0,1,0,1,1,1,0,1
93,233,0,1,0,1,1,1,0,1
93,234,0,1,0,1,1,1,0,1
221,235,1,1,0,1,1,1,0,1
157,236,1,0,0,1,1,1,0,1
157,237,1,0,0,1,1,1,0,1
29,238,0,0,0,1,1,1,0,1
21,239,0,0,0,1,0,1,0,1
21,240,0,0,0,1,0,1,0,1
149,241,1,0,0,1,0,1,0,1
149,242,1,0,0,1,0,1,0,1
85,243,0,1,0,1,0,1,0,1
85,244,0,1,0,1,0,1,0,1
85,245,0,1,0,1,0,1,0,1
117,246,0,1,1,1,0,1,0,1
245,247,1,1,1,1,0,1,0,1
181,248,1,0,1,1,0,1,0,1
53,249,0,0,1,1,0,1,0,1
37,250,0,0,1,0,0,1,0,1
37,251,0,0,1,0,0,1,0,1
165,252,1,0,1,0,0,1,0,1
165,253,1,0,1,0,0,1,0,1
165,254,1,0,1,0,0,1,0,1
229,255,1,1,1,0,0,1,0,1
101,0,0,1,1,0,0,1,0,1
101,1,0,1,1,0,0,1,0,1
69,2,0,1,0,0,0,1,0,1
69,3,0,1,0,0,0,1,0,1
69,4,0,1,0,0,0,1,0,1
69,5,0,1,0,0,0,1,0,1
133,6,1,0,0,0,0,1,0,1
133,7,1,0,0,0,0,1,0,1
5,8,0,0,0,0,0,1,0,1
5,9,0,0,0,0,0,1,0,1
5,10,0,0,0,0,0,1,0,1
5,11,0,0,0,0,0,1,0,1
135,12,1,0,0,0,0,1,1,1
135,13,1,0,0,0,0,1,1,1
135,14,1,0,0,0,0,1,1,1
135,15,1,0,0,0,0,1,1,1
71,16,0,1,0,0,0,1,1,1
71,17,0,1,0,0,0,1,1,1
71,18,0,1,0,0,0,1,1,1
71,19,0,1,0,0,0,1,1,1
103,20,0,1,1,0,0,1,1,1
231,21,1,1,1,0,0,1,1,1
167,22,1,0,1,0,0,1,1,1
39,23,0,0,1,0,0,1,1,1
39,24,0,0,1,0,0,1,1,1
39,25,0,0,1,0,0,1,1,1
39,26,0,0,1,0,0,1,1,1
183,27,1,0,1,1,0,1,1,1
183,28,1,0,1,1,0,1,1,1
183,29,1,0,1,1,0,1,1,1
55,30,0,0,1,1,0,1,1,1
119,31,0,1,1,1,0,1,1,1
87,32,0,1,0,1,0,1,1,1
87,33,0,1,0,1,0,1,1,1
87,34,0,1,0,1,0,1,1,1
215,35,1,1,0,1,0,1,1,1
151,36,1,0,0,1,0,1,1,1
23,37,0,0,0,1,0,1,1,1
23,38,0,0,0,1,0,1,1,1
31,39,0,0,0,1,1,1,1,1
159,40,1,0,0,1,1,1,1,1
159,41,1,0,0,1,1,1,1,1
95,42,0,1,0,1,1,1,1,1
95,43,0,1,0,1,1,1,1,1
95,44,0,1,0,1,1,1,1,1
127,45,0,1,1,1,1,1,1,1
255,46,1,1,1,1,1,1,1,1
191,47,1,0,1,1,1,1,1,1
63,48,0,0,1,1,1,1,1,1
47,49,0,0,1,0,1,1,1,1
47,50,0,0,1,0,1,1,1,1
47,51,0,0,1,0,1,1,1,1
175,52,1,0,1,0,1,1,1,1
175,53,1,0,1,0,1,1,1,1
175,54,1,0,1,0,1,1,1,1
111,55,0,1,1,0,1,1,1,1
111,56,0,1,1,0,1,1,1,1
79,57,0,1,0,0,1,1,1,1
79,58,0,1,0,0,1,1,1,1
79,59,0,1,0,0,1,1,1,1
143,60,1,0,0,0,1,1,1,1
143,61,1,0,0,0,1,1,1,1
143,62,1,0,0,0,1,1,1,1
15,63,0,0,0,0,1,1,1,1
11,64,0,0,0,0,1,0,1,1
11,65,0,0,0,0,1,0,1,1
11,66,0,0,0,0,1,0,1,1
11,67,0,0,0,0,1,0,1,1
139,68,1,0,0,0,1,0,1,1
139,69,1,0,0,0,1,0,1,1
139,70,1,0,0,0,1,0,1,1
11,71,0,0,0,0,1,0,1,1
75,72,0,1,0,0,1,0,1,1
75,73,0,1,0,0,1,0,1,1
75,74,0,1,0,0,1,0,1,1
75,75,0,1,0,0,1,0,1,1
75,76,0,1,0,0,1,0,1,1
11,77,0,0,0,0,1,0,1,1
235,78,1,1,1,0,1,0,1,1
171,79,1,0,1,0,1,0,1,1
171,80,1,0,1,0,1,0,1,1
171,81,1,0,1,0,1,0,1,1
43,82,0,0,1,0,1,0,1,1
43,83,0,0,1,0,1,0,1,1
43,84,0,0,1,0,1,0,1,1
43,85,0,0,1,0,1,0,1,1
59,86,0,0,1,1,1,0,1,1
59,87,0,0,1,1,1,0,1,1
59,88,0,0,1,1,1,0,1,1
187,89,1,0,1,1,1,0,1,1
187,90,1,0,1,1,1,0,1,1
187,91,1,0,1,1,1,0,1,1
123,92,0,1,1,1,1,0,1,1
123,93,0,1,1,1,1,0,1,1
91,94,0,1,0,1,1,0,1,1
91,95,0,1,0,1,1,0,1,1
91,96,0,1,0,1,1,0,1,1
91,97,0,1,0,1,1,0,1,1
91,98,0,1,0,1,1,0,1,1
27,99,0,0,0,1,1,0,1,1
155,100,1,0,0,1,1,0,1,1
155,101,1,0,0,1,1,0,1,1
155,102,1,0,0,1,1,0,1,1
27,103,0,0,0,1,1,0,1,1
27,104,0,0,0,1,1,0,1,1
27,105,0,0,0,1,1,0,1,1
27,106,0,0,0,1,1,0,1,1
19,107,0,0,0,1,0,0,1,1
19,108,0,0,0,1,0,0,1,1
19,109,0,0,0,1,0,0,1,1
19,110,0,0,0,1,0,0,1,1
147,111,1,0,0,1,0,0,1,1
147,112,1,0,0,1,0,0,1,1
147,113,1,0,0,1,0,0,1,1
147,114,1,0,0,1,0,0,1,1
147,115,1,0,0,1,0,0,1,1
211,116,1,1,0,1,0,0,1,1
83,117,0,1,0,1,0,0,1,1
83,118,0,1,0,1,0,0,1,1
83,119,0,1,0,1,0,0,1,1
83,120,0,1,0,1,0,0,1,1
83,121,0,1,0,1,0,0,1,1
83,122,0,1,0,1,0,0,1,1
83,123,0,1,0,1,0,0,1,1
83,124,0,1,0,1,0,0,1,1
83,125,0,1,0,1,0,0,1,1
115,126,0,1,1,1,0,0,1,1
243,127,1,1,1,1,0,0,1,1
243,128,1,1,1,1,0,0,1,1
179,129,1,0,1,1,0,0,1,1
179,130,1,0,1,1,0,0,1,1
179,131,1,0,1,1,0,0,1,1
179,132,1,0,1,1,0,0,1,1
179,133,1,0,1,1,0,0,1,1
51,134,0,0,1,1,0,0,1,1
51,135,0,0,1,1,0,0,1,1
51,136,0,0,1,1,0,0,1,1
51,137,0,0,1,1,0,0,1,1
35,138,0,0,1,0,0,0,1,1
35,139,0,0,1,0,0,0,1,1
3,140,0,0,0,0,0,0,1,1
35,141,0,0,1,0,0,0,1,1
35,142,0,0,1,0,0,0,1,1
163,143,1,0,1,0,0,0,1,1
163,144,1,0,1,0,0,0,1,1
163,145,1,0,1,0,0,0,1,1
163,146,1,0,1,0,0,0,1,1
163,147,1,0,1,0,0,0,1,1
227,148,1,1,1,0,0,0,1,1
99,149,0,1,1,0,0,0,1,1
99,150,0,1,1,0,0,0,1,1
99,151,0,1,1,0,0,0,1,1
67,152,0,1,0,0,0,0,1,1
67,153,0,1,0,0,0,0,1,1
67,154,0,1,0,0,0,0,1,1
67,155,0,1,0,0,0,0,1,1
67,156,0,1,0,0,0,0,1,1
195,157,1,1,0,0,0,0,1,1
131,158,1,0,0,0,0,0,1,1
131,159,1,0,0,0,0,0,1,1
131,160,1,0,0,0,0,0,1,1
131,161,1,0,0,0,0,0,1,1
3,162,0,0,0,0,0,0,1,1
3,163,0,0,0,0,0,0,1,1
3,164,0,0,0,0,0,0,1,1
2,165,0,0,0,0,0,0,1,0
3,166,0,0,0,0,0,0,1,1
3,167,0,0,0,0,0,0,1,1
3,168,0,0,0,0,0,0,1,1
2,169,0,0,0,0,0,0,1,0
2,170,0,0,0,0,0,0,1,0
2,171,0,0,0,0,0,0,1,0
130,172,1,0,0,0,0,0,1,0
130,173,1,0,0,0,0,0,1,0
130,174,1,0,0,0,0,0,1,0
130,175,1,0,0,0,0,0,1,0
130,176,1,0,0,0,0,0,1,0
130,177,1,0,0,0,0,0,1,0
194,178,1,1,0,0,0,0,1,0
194,179,1,1,0,0,0,0,1,0
66,180,0,1,0,0,0,0,1,0
66,181,0,1,0,0,0,0,1,0
66,182,0,1,0,0,0,0,1,0
66,183,0,1,0,0,0,0,1,0
66,184,0,1,0,0,0,0,1,0
66,185,0,1,0,0,0,0,1,0
66,186,0,1,0,0,0,0,1,0
66,187,0,1,0,0,0,0,1,0
66,188,0,1,0,0,0,0,1,0
98,189,0,1,1,0,0,0,1,0
98,190,0,1,1,0,0,0,1,0
226,191,1,1,1,0,0,0,1,0
162,192,1,0,1,0,0,0,1,0
162,193,1,0,1,0,0,0,1,0
162,194,1,0,1,0,0,0,1,0
162,195,1,0,1,0,0,0,1,0
34,196,0,0,1,0,0,0,1,0
34,197,0,0,1,0,0,0,1,0
34,198,0,0,1,0,0,0,1,0
34,199,0,0,1,0,0,0,1,0
34,200,0,0,1,0,0,0,1,0
34,201,0,0,1,0,0,0,1,0
34,202,0,0,1,0,0,0,1,0
34,203,0,0,1,0,0,0,1,0
50,204,0,0,1,1,0,0,1,0
50,205,0,0,1,1,0,0,1,0
178,206,1,0,1,1,0,0,1,0
178,207,1,0,1,1,0,0,1,0
178,208,1,0,1,1,0,0,1,0
178,209,1,0,1,1,0,0,1,0
242,210,1,1,1,1,0,0,1,0
114,211,0,1,1,1,0,0,1,0
114,212,0,1,1,1,0,0,1,0
82,213,0,1,0,1,0,0,1,0
82,214,0,1,0,1,0,0,1,0
82,215,0,1,0,1,0,0,1,0
82,216,0,1,0,1,0,0,1,0
82,217,0,1,0,1,0,0,1,0
82,218,0,1,0,1,0,0,1,0
210,219,1,1,0,1,0,0,1,0
210,220,1,1,0,1,0,0,1,0
146,221,1,0,0,1,0,0,1,0
146,222,1,0,0,1,0,0,1,0
146,223,1,0,0,1,0,0,1,0
146,224,1,0,0,1,0,0,1,0
146,225,1,0,0,1,0,0,1,0
146,226,1,0,0,1,0,0,1,0
18,227,0,0,0,1,0,0,1,0
18,228,0,0,0,1,0,0,1,0
18,229,0,0,0,1,0,0,1,0
18,230,0,0,0,1,0,0,1,0
18,231,0,0,0,1,0,0,1,0
18,232,0,0,0,1,0,0,1,0
18,233,0,0,0,1,0,0,1,0
18,234,0,0,0,1,0,0,1,0
18,235,0,0,0,1,0,0,1,0
18,236,0,0,0,1,0,0,1,0
18,237,0,0,0,1,0,0,1,0
18,238,0,0,0,1,0,0,1,0
18,239,0,0,0,1,0,0,1,0
18,240,0,0,0,1,0,0,1,0
18,241,0,0,0,1,0,0,1,0
18,242,0,0,0,1,0,0,1,0
154,243,1,0,0,1,1,0,1,0
154,244,1,0,0,1,1,0,1,0
154,245,1,0,0,1,1,0,1,0
154,246,1,0,0,1,1,0,1,0
218,247,1,1,0,1,1,0,1,0
90,248,0,1,0,1,1,0,1,0
90,249,0,1,0,1,1,0,1,0
90,250,0,1,0,1,1,0,1,0
90,251,0,1,0,1,1,0,1,0
90,252,0,1,0,1,1,0,1,0
90,253,0,1,0,1,1,0,1,0
90,254,0,1,0,1,1,0,1,0
90,255,0,1,0,1,1,0,1,0
90,0,0,1,0,1,1,0,1,0
122,1,0,1,1,1,1,0,1,0
122,2,0,1,1,1,1,0,1,0
186,3,1,0,1,1,1,0,1,0
186,4,1,0,1,1,1,0,1,0
186,5,1,0,1,1,1,0,1,0
58,6,0,0,1,1,1,0,1,0
58,7,0,0,1,1,1,0,1,0
58,8,0,0,1,1,1,0,1,0
42,9,0,0,1,0,1,0,1,0
42,10,0,0,1,0,1,0,1,0
42,11,0,0,1,0,1,0,1,0
42,12,0,0,1,0,1,0,1,0
42,13,0,0,1,0,1,0,1,0
42,14,0,0,1,0,1,0,1,0
42,15,0,0,1,0,1,0,1,0
170,16,1,0,1,0,1,0,1,0
130,17,1,0,0,0,0,0,1,0
170,18,1,0,1,0,1,0,1,0
170,19,1,0,1,0,1,0,1,0
170,20,1,0,1,0,1,0,1,0
170,21,1,0,1,0,1,0,1,0
106,22,0,1,1,0,1,0,1,0
106,23,0,1,1,0,1,0,1,0
106,24,0,1,1,0,1,0,1,0
106,25,0,1,1,0,1,0,1,0
74,26,0,1,0,0,1,0,1,0
74,27,0,1,0,0,1,0,1,0
74,28,0,1,0,0,1,0,1,0
74,29,0,1,0,0,1,0,1,0
74,30,0,1,0,0,1,0,1,0
74,31,0,1,0,0,1,0,1,0
74,32,0,1,0,0,1,0,1,0
74,33,0,1,0,0,1,0,1,0
74,34,0,1,0,0,1,0,1,0
74,35,0,1,0,0,1,0,1,0
74,36,0,1,0,0,1,0,1,0
74,37,0,1,0,0,1,0,1,0
74,38,0,1,0,0,1,0,1,0
74,39,0,1,0,0,1,0,1,0
74,40,0,1,0,0,1,0,1,0
74,41,0,1,0,0,1,0,1,0
74,42,0,1,0,0,1,0,1,0
74,43,0,1,0,0,1,0,1,0
74,44,0,1,0,0,1,0,1,0
74,45,0,1,0,0,1,0,1,0
74,46,0,1,0,0,1,0,1,0
74,47,0,1,0,0,1,0,1,0
74,48,0,1,0,0,1,0,1,0
74,49,0,1,0,0,1,0,1,0
74,50,0,1,0,0,1,0,1,0
74,51,0,1,0,0,1,0,1,0
74,52,0,1,0,0,1,0,1,0
74,53,0,1,0,0,1,0,1,0
74,54,0,1,0,0,1,0,1,0
74,55,0,1,0,0,1,0,1,0
74,56,0,1,0,0,1,0,1,0
74,57,0,1,0,0,1,0,1,0
74,58,0,1,0,0,1,0,1,0
74,59,0,1,0,0,1,0,1,0
74,60,0,1,0,0,1,0,1,0
74,61,0,1,0,0,1,0,1,0
74,62,0,1,0,0,1,0,1,0
74,63,0,1,0,0,1,0,1,0
74,64,0,1,0,0,1,0,1,0
74,65,0,1,0,0,1,0,1,0
74,66,0,1,0,0,1,0,1,0
74,67,0,1,0,0,1,0,1,0
74,68,0,1,0,0,1,0,1,0
74,69,0,1,0,0,1,0,1,0
74,70,0,1,0,0,1,0,1,0
74,71,0,1,0,0,1,0,1,0
74,72,0,1,0,0,1,0,1,0
74,73,0,1,0,0,1,0,1,0
74,74,0,1,0,0,1,0,1,0
74,75,0,1,0,0,1,0,1,0
74,76,0,1,0,0,1,0,1,0
202,77,1,1,0,0,1,0,1,0
74,78,0,1,0,0,1,0,1,0
74,79,0,1,0,0,1,0,1,0
74,80,0,1,0,0,1,0,1,0
74,81,0,1,0,0,1,0,1,0
74,82,0,1,0,0,1,0,1,0
74,83,0,1,0,0,1,0,1,0
74,84,0,1,0,0,1,0,1,0
10,85,0,0,0,0,1,0,1,0
74,86,0,1,0,0,1,0,1,0
74,87,0,1,0,0,1,0,1,0
74,88,0,1,0,0,1,0,1,0
74,89,0,1,0,0,1,0,1,0
74,90,0,1,0,0,1,0,1,0
74,91,0,1,0,0,1,0,1,0
74,92,0,1,0,0,1,0,1,0
74,93,0,1,0,0,1,0,1,0
74,94,0,1,0,0,1,0,1,0
74,95,0,1,0,0,1,0,1,0
74,96,0,1,0,0,1,0,1,0
74,97,0,1,0,0,1,0,1,0
74,98,0,1,0,0,1,0,1,0
74,99,0,1,0,0,1,0,1,0
74,100,0,1,0,0,1,0,1,0
74,101,0,1,0,0,1,0,1,0
2,102,0,0,0,0,0,0,1,0
74,103,0,1,0,0,1,0,1,0
74,104,0,1,0,0,1,0,1,0
202,105,1,1,0,0,1,0,1,0
74,106,0,1,0,0,1,0,1,0
2,107,0,0,0,0,0,0,1,0
74,108,0,1,0,0,1,0,1,0
74,109,0,1,0,0,1,0,1,0
74,110,0,1,0,0,1,0,1,0
74,111,0,1,0,0,1,0,1,0
74,112,0,1,0,0,1,0,1,0
74,113,0,1,0,0,1,0,1,0
74,114,0,1,0,0,1,0,1,0
74,115,0,1,0,0,1,0,1,0
74,116,0,1,0,0,1,0,1,0
74,117,0,1,0,0,1,0,1,0
74,118,0,1,0,0,1,0,1,0
74,119,0,1,0,0,1,0,1,0
74,120,0,1,0,0,1,0,1,0
74,121,0,1,0,0,1,0,1,0
74,122,0,1,0,0,1,0,1,0
74,123,0,1,0,0,1,0,1,0
74,124,0,1,0,0,1,0,1,0
74,125,0,1,0,0,1,0,1,0
74,126,0,1,0,0,1,0,1,0
74,127,0,1,0,0,1,0,1,0
74,128,0,1,0,0,1,0,1,0
74,129,0,1,0,0,1,0,1,0
74,130,0,1,0,0,1,0,1,0
74,131,0,1,0,0,1,0,1,0
74,132,0,1,0,0,1,0,1,0
74,133,0,1,0,0,1,0,1,0
74,134,0,1,0,0,1,0,1,0
74,135,0,1,0,0,1,0,1,0
74,136,0,1,0,0,1,0,1,0
74,137,0,1,0,0,1,0,1,0
2,138,0,0,0,0,0,0,1,0
74,139,0,1,0,0,1,0,1,0
74,140,0,1,0,0,1,0,1,0
74,141,0,1,0,0,1,0,1,0
74,142,0,1,0,0,1,0,1,0
74,143,0,1,0,0,1,0,1,0
74,144,0,1,0,0,1,0,1,0
74,145,0,1,0,0,1,0,1,0
202,146,1,1,0,0,1,0,1,0
74,147,0,1,0,0,1,0,1,0
74,148,0,1,0,0,1,0,1,0
74,149,0,1,0,0,1,0,1,0
74,150,0,1,0,0,1,0,1,0
74,151,0,1,0,0,1,0,1,0
74,152,0,1,0,0,1,0,1,0
74,153,0,1,0,0,1,0,1,0
74,154,0,1,0,0,1,0,1,0
74,155,0,1,0,0,1,0,1,0
74,156,0,1,0,0,1,0,1,0
74,157,0,1,0,0,1,0,1,0
74,158,0,1,0,0,1,0,1,0
74,159,0,1,0,0,1,0,1,0
74,160,0,1,0,0,1,0,1,0
74,161,0,1,0,0,1,0,1,0
74,162,0,1,0,0,1,0,1,0
74,163,0,1,0,0,1,0,1,0
74,164,0,1,0,0,1,0,1,0
74,165,0,1,0,0,1,0,1,0
74,166,0,1,0,0,1,0,1,0
74,167,0,1,0,0,1,0,1,0
74,168,0,1,0,0,1,0,1,0
74,169,0,1,0,0,1,0,1,0
74,170,0,1,0,0,1,0,1,0
74,171,0,1,0,0,1,0,1,0
74,172,0,1,0,0,1,0,1,0
74,173,0,1,0,0,1,0,1,0
74,174,0,1,0,0,1,0,1,0
74,175,0,1,0,0,1,0,1,0
74,176,0,1,0,0,1,0,1,0
74,177,0,1,0,0,1,0,1,0
74,178,0,1,0,0,1,0,1,0
74,179,0,1,0,0,1,0,1,0
74,180,0,1,0,0,1,0,1,0
74,181,0,1,0,0,1,0,1,0
74,182,0,1,0,0,1,0,1,0
74,183,0,1,0,0,1,0,1,0
74,184,0,1,0,0,1,0,1,0
74,185,0,1,0,0,1,0,1,0
74,186,0,1,0,0,1,0,1,0
74,187,0,1,0,0,1,0,1,0
74,188,0,1,0,0,1,0,1,0
74,189,0,1,0,0,1,0,1,0
74,190,0,1,0,0,1,0,1,0
74,191,0,1,0,0,1,0,1,0
74,192,0,1,0,0,1,0,1,0
74,193,0,1,0,0,1,0,1,0
74,194,0,1,0,0,1,0,1,0
74,195,0,1,0,0,1,0,1,0
74,196,0,1,0,0,1,0,1,0
74,197,0,1,0,0,1,0,1,0
74,198,0,1,0,0,1,0,1,0
74,199,0,1,0,0,1,0,1,0
74,200,0,1,0,0,1,0,1,0
74,201,0,1,0,0,1,0,1,0
74,202,0,1,0,0,1,0,1,0
74,203,0,1,0,0,1,0,1,0
74,204,0,1,0,0,1,0,1,0
74,205,0,1,0,0,1,0,1,0
74,206,0,1,0,0,1,0,1,0
74,207,0,1,0,0,1,0,1,0
74,208,0,1,0,0,1,0,1,0
74,209,0,1,0,0,1,0,1,0
74,210,0,1,0,0,1,0,1,0
74,211,0,1,0,0,1,0,1,0
74,212,0,1,0,0,1,0,1,0
74,213,0,1,0,0,1,0,1,0
74,214,0,1,0,0,1,0,1,0
74,215,0,1,0,0,1,0,1,0
74,216,0,1,0,0,1,0,1,0
74,217,0,1,0,0,1,0,1,0
74,218,0,1,0,0,1,0,1,0
74,219,0,1,0,0,1,0,1,0
74,220,0,1,0,0,1,0,1,0
74,221,0,1,0,0,1,0,1,0
74,222,0,1,0,0,1,0,1,0
74,223,0,1,0,0,1,0,1,0
74,224,0,1,0,0,1,0,1,0
74,225,0,1,0,0,1,0,1,0
74,226,0,1,0,0,1,0,1,0
74,227,0,1,0,0,1,0,1,0
74,228,0,1,0,0,1,0,1,0
74,229,0,1,0,0,1,0,1,0
74,230,0,1,0,0,1,0,1,0
74,231,0,1,0,0,1,0,1,0
74,232,0,1,0,0,1,0,1,0
74,233,0,1,0,0,1,0,1,0
74,234,0,1,0,0,1,0,1,0
74,235,0,1,0,0,1,0,1,0
74,236,0,1,0,0,1,0,1,0
74,237,0,1,0,0,1,0,1,0
74,238,0,1,0,0,1,0,1,0
74,239,0,1,0,0,1,0,1,0
74,240,0,1,0,0,1,0,1,0
74,241,0,1,0,0,1,0,1,0
74,242,0,1,0,0,1,0,1,0
74,243,0,1,0,0,1,0,1,0
74,244,0,1,0,0,1,0,1,0
74,245,0,1,0,0,1,0,1,0
74,246,0,1,0,0,1,0,1,0
74,247,0,1,0,0,1,0,1,0
74,248,0,1,0,0,1,0,1,0
74,249,0,1,0,0,1,0,1,0
74,250,0,1,0,0,1,0,1,0
74,251,0,1,0,0,1,0,1,0
74,252,0,1,0,0,1,0,1,0
74,253,0,1,0,0,1,0,1,0
74,254,0,1,0,0,1,0,1,0
74,255,0,1,0,0,1,0,1,0
74,0,0,1,0,0,1,0,1,0
74,1,0,1,0,0,1,0,1,0
74,2,0,1,0,0,1,0,1,0
74,3,0,1,0,0,1,0,1,0
74,4,0,1,0,0,1,0,1,0
